Domain,Have_IP,Have_At,URL_Length,URL_Depth
hform.com,No,35,1
ebay.com,No,93,3
ebaystatic.com,No,71,5
ebaystatic.com,No,41,3
ebaystatic.com,No,46,3
ebaystatic.com,No,41,3
ebaystatic.com,No,46,3
ebaystatic.com,No,59,5
ebaystatic.com,No,46,3
ebaystatic.com,No,57,4
gsmmaroc.ma,No,56,3
ebaystatic.com,No,57,4
ebaystatic.com,No,57,4
ebaystatic.com,No,46,3
ebaystatic.com,No,46,3
paypal.com,No,48,2
paypal.com,No,51,4
,No,60,4
paypal.com,No,67,2
paypal.com,No,168,2
paypal.com,No,26,1
paypal.com,No,53,4
paypal.com,No,43,2
paypal.com,No,42,2
paypal.com,No,42,2
,No,109,8
,No,135,13
,No,107,8
paypal.com,No,37,2
paypal.com,No,47,4
paypal.com,No,47,4
,No,103,8
paypal.com,No,46,2
paypal.com,No,48,3
paypal.com,No,47,4
maes.idv.tw,No,75,6
paypal.com,No,54,2
w3.org,No,38,3
ebaystatic.com,No,57,4
,No,67,2
paypal.com,No,47,4
paypal.com,No,53,4
paypal.com,No,40,4
paypal.com,No,40,4
,No,69,4
smgroup.it,No,57,4
paypal.com,No,74,2
paypal.com,No,54,2
paypalobjects.com,No,52,4
,No,57,3
ebay.com,No,68,3
ebaystatic.com,No,77,6
ebaystatic.com,No,75,5
ebaystatic.com,No,99,9
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,52,5
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,75,3
ebay.com,No,85,3
ebaystatic.com,No,65,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
isqy.com,No,150,14
ebaystatic.com,No,67,5
ebaystatic.com,No,41,3
ebay.com,No,63,8
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,70,4
ebay.com,No,49,1
ebaystatic.com,No,73,4
ebay.com,No,64,3
ebay.com,No,51,3
ebay.com,No,51,3
ebay.com,No,74,3
ebay.com,No,74,3
ebay.com,No,93,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,73,3
ebay.com,No,82,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,96,7
ebaystatic.com,No,41,3
ebay.com,No,66,2
ebaystatic.com,No,41,3
ebay.com,No,124,9
ebay.com,No,116,9
ebaystatic.com,No,41,3
ebayobjects.com,No,90,3
ebaystatic.com,No,41,3
yimg.com,No,62,5
geocities.com,No,57,3
yahoo.com,No,56,1
yahoo.com,No,59,3
paypal.com,No,45,2
paypal.com,No,52,4
yahoo.com,No,36,2
yahoo.com,No,45,1
,No,29,2
paypal.com,No,73,2
,No,9,0
,No,33,2
paypal.com,No,66,2
hsctbronx.org,No,65,5
paypal.com,No,54,2
p0.com,No,52,1
,No,19,0
p0.com,No,52,1
postdirect.com,No,41,3
postdirect.com,No,43,3
postdirect.com,No,35,1
postdirect.com,No,63,4
postdirect.com,No,59,4
postdirect.com,No,55,4
postdirect.com,No,43,3
postdirect.com,No,55,4
postdirect.com,No,55,4
paypal.com,No,56,1
postdirect.com,No,55,4
postdirect.com,No,55,4
postdirect.com,No,43,3
postdirect.com,No,55,4
postdirect.com,No,43,3
paypal.com,No,53,1
postdirect.com,No,67,4
postdirect.com,No,55,4
postdirect.com,No,45,3
postdirect.com,No,55,4
postdirect.com,No,55,4
,No,17,0
postdirect.com,No,55,4
postdirect.com,No,59,4
postdirect.com,No,55,4
postdirect.com,No,55,4
,No,16,0
postdirect.com,No,67,4
postdirect.com,No,55,4
paypal.com,No,58,1
postdirect.com,No,55,4
postdirect.com,No,63,4
postdirect.com,No,55,4
postdirect.com,No,55,4
paypal.com,No,57,1
postdirect.com,No,67,4
postdirect.com,No,55,4
paypal.com,No,58,1
postdirect.com,No,55,4
postdirect.com,No,63,4
postdirect.com,No,55,4
postdirect.com,No,55,4
paypal.com,No,57,1
postdirect.com,No,67,4
postdirect.com,No,55,4
paypal.com,No,56,1
postdirect.com,No,55,4
postdirect.com,No,55,4
postdirect.com,No,59,4
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
postdirect.com,No,45,3
paypal.com,No,57,1
postdirect.com,No,67,4
postdirect.com,No,55,4
paypal.com,No,49,1
paypal.com,No,57,1
postdirect.com,No,67,4
postdirect.com,No,55,4
paypal.com,No,33,1
paypal.com,No,57,1
postdirect.com,No,67,4
postdirect.com,No,55,4
paypal.com,No,58,1
postdirect.com,No,41,3
postdirect.com,No,55,4
postdirect.com,No,59,4
paypal.com,No,53,1
paypal.com,No,57,1
paypal.com,No,59,1
paypal.com,No,61,1
postdirect.com,No,55,4
chase.com,No,68,5
accountlocked.com,No,86,3
paypal.com,No,47,4
hostingprod.com,No,59,3
yahoo.com,No,57,1
yahoo.com,No,57,3
paypal.com,No,48,2
paypal.com,No,51,4
,No,60,4
paypal.com,No,67,2
paypal.com,No,168,2
ebaystatic.com,No,63,5
ebaystatic.com,No,36,3
ebaystatic.com,No,63,5
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,29,1
ebaystatic.com,No,42,3
siteprotect.com,No,46,1
ebaystatic.com,No,63,5
ebaystatic.com,No,41,3
ebay.com,No,21,1
ebay.com,No,41,5
ebaystatic.com,No,41,3
ebaystatic.com,No,31,2
ebaystatic.com,No,39,3
ebay.com,No,37,1
ebaystatic.com,No,39,3
ebay.com,No,43,3
ebay.com,No,67,3
,No,22,0
ebaystatic.com,No,41,3
ebay.com,No,68,3
ebay.com,No,75,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,46,2
ebaystatic.com,No,41,3
ebay.com,No,51,2
ebaystatic.com,No,41,3
ebay.com,No,29,2
ebay.com,No,45,3
ebay.com,No,29,2
ebay.com,No,45,3
ebaystatic.com,No,41,3
ebayobjects.com,No,47,2
ebaystatic.com,No,41,3
bellsouth.net,No,67,1
,No,19,0
paypal.com,No,45,2
paypal.com,No,52,4
yahoo.com,No,36,2
yahoo.com,No,45,1
,No,29,2
paypal.com,No,73,2
,No,9,0
,No,33,2
paypal.com,No,66,2
ebay.com,No,62,3
ebaystatic.com,No,71,5
ebaystatic.com,No,71,5
ebaystatic.com,No,72,5
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,47,4
ebaystatic.com,No,41,3
,No,37,2
ebaystatic.com,No,67,5
ebaystatic.com,No,41,3
ebay.com,No,21,1
ebay.com,No,36,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,70,4
ebay.com,No,37,1
ebaystatic.com,No,73,4
ebay.com,No,71,3
ebay.com,No,74,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,68,3
ebay.com,No,957,7
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,46,2
ebay.com,No,49,3
ebaystatic.com,No,41,3
ebay.com,No,53,2
ebaystatic.com,No,41,3
ebay.com,No,56,3
ebay.com,No,63,4
ebay.com,No,56,3
ebay.com,No,59,4
ebaystatic.com,No,41,3
paypal.com,No,52,4
paypal.com,No,42,2
paypal.com,No,47,2
paypal.com,No,44,4
paypal.com,No,61,2
paypal.com,No,44,4
paypal.com,No,61,2
paypal.com,No,44,4
paypal.com,No,59,2
paypal.com,No,44,4
paypal.com,No,58,2
paypal.com,No,44,4
paypal.com,No,44,4
,No,47,2
paypal.com,No,63,3
paypal.com,No,44,4
,No,56,3
paypal.com,No,44,4
paypal.com,No,45,2
paypal.com,No,52,4
yahoo.com,No,36,2
yahoo.com,No,45,1
,No,29,2
paypal.com,No,73,2
,No,9,0
,No,33,2
paypal.com,No,66,2
ebay.com,No,62,3
ebaystatic.com,No,71,5
ebaystatic.com,No,71,5
ebaystatic.com,No,72,5
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,47,4
ebaystatic.com,No,41,3
,No,41,2
ebaystatic.com,No,67,5
ebaystatic.com,No,41,3
ebay.com,No,21,1
ebay.com,No,36,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,70,4
ebay.com,No,37,1
ebaystatic.com,No,73,4
ebay.com,No,71,3
ebay.com,No,74,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,68,3
ebay.com,No,957,7
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,46,2
ebay.com,No,49,3
ebaystatic.com,No,41,3
ebay.com,No,53,2
ebaystatic.com,No,41,3
ebay.com,No,56,3
ebay.com,No,63,4
ebay.com,No,56,3
ebay.com,No,59,4
ebaystatic.com,No,41,3
ebaystatic.com,No,56,4
yahoo.com,No,122,2
ebaystatic.com,No,60,4
ebaystatic.com,No,60,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,47,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,99,2
ebay.com,No,86,2
ebaystatic.com,No,65,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebay.com,No,58,5
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
extragebinerau.com,No,49,2
ebaystatic.com,No,61,4
ebaystatic.com,No,41,3
extragebinerau.com,No,50,2
ebay.com,No,67,3
ebaystatic.com,No,52,5
ebaystatic.com,No,47,4
ebaystatic.com,No,70,4
yahoo.com,No,103,2
ebaystatic.com,No,73,4
yahoo.com,No,117,2
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
yahoo.com,No,128,2
yahoo.com,No,474,2
ebaystatic.com,No,52,5
ebaystatic.com,No,52,5
ebaystatic.com,No,52,5
ebay.com,No,103,8
ebay.com,No,123,10
ebay.com,No,123,10
paypal.com,No,45,2
paypal.com,No,52,4
yahoo.com,No,36,2
yahoo.com,No,45,1
,No,29,2
paypal.com,No,73,2
,No,9,0
,No,33,2
paypal.com,No,66,2
ebaystatic.com,No,56,4
ebay.com,No,62,3
ebaystatic.com,No,60,4
ebaystatic.com,No,60,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,48,4
ebaystatic.com,No,35,2
ebaystatic.com,No,41,3
ebaystatic.com,No,38,3
ebay.com,No,69,3
ebay.com,No,69,3
ebaystatic.com,No,62,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,36,3
pochta.ru,No,51,1
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
pochta.ru,No,51,1
ebaystatic.com,No,61,4
ebaystatic.com,No,41,3
ebaystatic.com,No,35,2
pochta.ru,No,48,1
ebay.com,No,73,4
ebaystatic.com,No,47,4
ebaystatic.com,No,68,4
,No,19,0
ebaystatic.com,No,68,4
ebay.com,No,57,2
,No,19,0
ebaystatic.com,No,41,3
ebay.com,No,67,3
ebay.com,No,67,3
ebaystatic.com,No,47,4
ebaystatic.com,No,52,5
ebaystatic.com,No,52,5
ebaystatic.com,No,52,5
ebay.com,No,36,2
ebay.com,No,59,4
yahoo.com,No,47,2
ebay.com,No,53,2
ebay.com,No,56,3
ebay.com,No,59,4
ebay.com,No,53,3
ebay.com,No,59,4
paypal.com,No,48,2
paypal.com,No,51,4
,No,60,4
paypal.com,No,67,2
paypal.com,No,168,2
ebaystatic.com,No,56,4
ebay.com,No,62,3
ebaystatic.com,No,60,4
ebaystatic.com,No,60,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,48,4
ebaystatic.com,No,35,2
ebaystatic.com,No,41,3
ebaystatic.com,No,38,3
ebay.com,No,69,3
ebay.com,No,69,3
ebaystatic.com,No,62,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,36,3
pochta.ru,No,51,1
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
pochta.ru,No,51,1
ebaystatic.com,No,61,4
ebaystatic.com,No,41,3
ebaystatic.com,No,35,2
pochta.ru,No,48,1
ebay.com,No,73,4
ebaystatic.com,No,47,4
ebaystatic.com,No,68,4
,No,19,0
ebaystatic.com,No,68,4
ebay.com,No,57,2
,No,19,0
ebaystatic.com,No,41,3
ebay.com,No,67,3
ebay.com,No,67,3
ebaystatic.com,No,47,4
ebaystatic.com,No,52,5
ebaystatic.com,No,52,5
ebaystatic.com,No,52,5
ebay.com,No,36,2
ebay.com,No,59,4
yahoo.com,No,47,2
ebay.com,No,53,2
ebay.com,No,56,3
ebay.com,No,59,4
ebay.com,No,53,3
ebay.com,No,59,4
ebaystatic.com,No,56,4
ebay.com,No,62,3
ebaystatic.com,No,60,4
ebaystatic.com,No,60,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,48,4
ebaystatic.com,No,35,2
ebaystatic.com,No,41,3
ebaystatic.com,No,38,3
ebay.com,No,69,3
ebay.com,No,69,3
ebaystatic.com,No,62,4
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
ebaystatic.com,No,36,3
pochta.ru,No,51,1
ebaystatic.com,No,41,3
ebaystatic.com,No,41,3
pochta.ru,No,51,1
ebaystatic.com,No,61,4
ebaystatic.com,No,41,3
ebaystatic.com,No,35,2
pochta.ru,No,48,1
ebay.com,No,73,4
ebaystatic.com,No,47,4
ebaystatic.com,No,68,4
,No,19,0
ebaystatic.com,No,68,4
ebay.com,No,57,2
