URL,Label
"http://clickthru.online.com/Click?q=2b-2FVYINzsUbvwIJkwzk0xBfd-8WrR""",Ham
"http://shopper.cnet.com/i/co/ps/120/9062023_120_1.gif""></a></td>",Ham
http://www.canoe.ca/NationalTicker/CANOE-wire.Bay-Dig.html,Ham
http://www.lindows.com/products>,Ham
"http://clickthru.online.com/Click?q=e3-ze2WQkVDQA1aimj-JM2mPpt29erR""",Ham
"http://clickthru.online.com/Click?q=d1-ulOzQpEQ0CYebsA10-kl0aSxkZcR""",Ham
"http://clickthru.online.com/Click?q=81-z1IaQ-KpQspSuoLpqfRO9R6BpKcR""",Ham
"http://clickthru.online.com/Click?q=d6-yw2KQMPdP0YsaNenOIRzw0LGkk4R""",Ham
http://akp-internasjonalt.blogspot.com/,Ham
"http://clickthru.online.com/Click?q=43-coL5IBJAW1Ag_rS9Z5VKc-3P0BcR""",Ham
http://freshmeat.net/users/Mosu/),Ham
http://yetanother.org/dan/,Ham
http://glimpseinamirror.blogspot.com/,Ham
"http://clickthru.online.com/Click?q=20-PoiFIRzzEnFAbiOtR-pp7us2Qf9R""",Ham
"http://0100.06600665/~qtss/https:/signin.ebay.com/ws/eBay/index.html"">http://pages.ebay.com/education/spooftutorial</A><BR><BR>This",Phish
"http://clickthru.online.com/Click?q=65-K82zIDPtIgiqCGwD70VOf0m8P9ZR""",Ham
"http://vds-364315.amen-pro.com/www.paypal.com/cgi-bin/webscrcmd_login.php"">",Phish
"http://64.128.166.245:82/httpsiginin.ebay.com/reg.php"">bluebellvue</a>(",Phish
http://www.charterone.com<BR>1-877-242-7837<BR><BR>Citibank<BR>http://www.citibank.com<BR>1-800-627-3999<BR><BR>Commerce,Phish
"http://clickthru.online.com/Click?q=b1-YjxJQ-0dz-PQLYMr9i_f_B0NLnlR""",Ham
"http://203.193.139.110/.www.paypal.com/index.htm""",Phish
"http://clickthru.online.com/Click?q=5a-ahD1IP0IIDnqKb024YOLpk6Td6dR""",Ham
http://greeneyesgo.blogspot.com/,Ham
"http://ssignnin.100free.com/ws/eBayISAPIdllSignInfavoritenav=2sid2=ruproduct=pp=co_partnerId=2ru=i1=ruparams=pageType=pa2=bshowgif=pa1=pUserId=errmsg=UsingSSL-runame-iteid=1/signin.htm""",Phish
http://www.nhxx.net/manual/.redirect.www.eBay.com/index.htm=,Phish
http://www.users.globalnet.co.uk/~davero/cafcpage.htm,Ham
http://www.etherealreflections.com/blog,Ham
"http://lists.theserverside.com/t/12337/850395/219/181/"">Click",Ham
"http://a.r.tv.com/cnet.1d/i/p/0622022ghz1.jpg""",Ham
http://online.securityfocus.com/infocus/1612,Ham
http://business-eb.client78907-form.bbt.com.easykdi.at/clients/form/b_form.jsp>,Phish
"http://clickthru.online.com/Click?q=2b-2FVYINzsBDAwzYkwzk0xBfd-8WrR""",Ham
"http://www.dq.com/palm.html"">http://www.dq.com/palm.html</a><p>",Ham
"http://otn.oracle.com/tech/webservices/ws_architect.html"">architects</a>,",Ham
http://g.msn.com/0ADW/24711.1?!12679&amp;&amp;UIT=3D&amp;TargetID=,Ham
"http://clickthru.online.com/Click?q=a0-11h8QQBqNNGVwDiUByjw2PB1s7iR""",Ham
"https://www.paypal.com/cgi-bin/webscr#""",Phish
"http://zdnetshopper.cnet.com/go/to?tag=ex.cr.dp_0.7458626_0.7932420-2&destUrl=http%3A%2F%2Fwww%2Ejandr%2Ecom%2FJRProductPage%2Eprocess%3FRestartFlow%3Dt%26Merchant%5FId%3D1%26Product%5FCode%3DPS2%2BPLAYSTATI%252f2%26source%3Dzdnet%2Edatafeed%2Etext%2E20020612""",Ham
"http://66.221.67.118/~dodo/remotebanking.aafcu.com/aafcu/signon.html"">https://remotebanking.aafcu.com/aafcu/</a><br><br>",Phish
http://www.53.com.bankingportal.id5392902.allroe.biz/conf>,Phish
"http://204.60.95.235:444/www.paypal.com/""",Phish
"http://p6.hostingprod.com/@fastcarsaway.com/tmp/index.php"">Click",Phish
"http://clickthru.online.com/Click?q=ad-_4IAQzEB45ync3FQhaIHsSzky0uR""",Ham
https://www.paypal.com/cgi-bin/webscr?=,Phish
"http://clickthru.online.com/Click?q=25-inepIbdXXmz_vxOZTscR7jeQrFuR""",Ham
http://pa=,Phish
"http://clickthru.online.com/Click?q=a2-6-M7QXZxT7j3ipb9R0CGk_HtsosR""",Ham
http://images.paypal.com/im=,Phish
"http://clickthru.online.com/Click?q=51-QgUWIjJPuvQTHDBJlh9GpMUHM3rR""",Ham
"http://0xcb.0xc5.0x9c.0x1c/onlineid/cgi-bin/onlineid.bankofamerica/sso.login.controller/""><font",Phish
"http://clickthru.online.com/Click?q=93-V4Zm-JdN3VHS0HOCFJ2tr1cmKdRR"">",Ham
http://www.bradbarrish.com/,Ham
"http://www.chase.com/ccpmweb/card_servicing/image/chaseAll_link3.gif""",Phish
http://cgi.ebay.com/ws/eB=,Phish
"http://www.kpia.or.kr/images/.eBay/index.htm""><img",Phish
http://www.atom.hu/pipermail/perl/2002-August/001150.html,Ham
"http://clickthru.online.com/Click?q=eb-HlpoQkDFITjVllydo6MzbuNK5xrR""",Ham
"http://www.zdnet.com/products/photogallery/header_analysis.gif""",Ham
"http://clickthru.online.com/Click?q=d7-wk3ZQLWkDhzIDz9RmBekeVktk2eR""",Ham
http://pete.holidian.com/index.php,Ham
http://g-ec2.images-amazo=,Phish
"http://rds.yahoo.com/_ylt=A0LaSV66fNtDg.kAUoJXNyoA;_ylu=X3oDMTE2ZHVuZ3E3BGNvbG8DdwRsA1dTMQRwb3MDMwRzZWMDc3IEdnRpZANGNjU1Xzc1/SIG=148vsd1jp/EXP=1138544186/**http://66.162.119.50/ppl.htm?bWFpIHByb3N0=dG8gZGUgbGFpZXRlIGltcHV0aXQgS2VsbGlNdW5uQHdtY29ubmVjdC5jb20NCmNraHVpZUBob3RtYWlsLmNvbQ0KY3JlYXRpdmVzZWxsczAxQG""",Phish
http://86.35.71.4/websc/index.p=,Phish
"http://clickthru.online.com/Click?q=ce-Sd0CQMsxOozpVYZ3ufz1Jey2fP4R""",Ham
"http://clickthru.online.com/Click?q=de-7tpkQMW4gxMQtE6tTbDS-BJjho4R""",Ham
"http://clickthru.online.com/Click?q=08-IFoQIRjTZeP4nmGg3F-erCpGY9iR""",Ham
"http://clickthru.online.com/Click?q=58-mr2xIdJHwfih9COYjKHbtbXYzH4R""",Ham
http://www.fool.com/m.asp?i=562086,Ham
"http://pics.ebaystatic.com/aw/pics/msn/bar_16x25.gif""></TD>",Phish
http://aqua.odnc.net/weblog.html,Ham
"http://clickthru.online.com/Click?q=e1-6RvNQxk2Egzmw-yPhsYK3Awi9qlR""",Ham
http://www.matrixmasters.com/world/america/iraq/iraqwar01.html,Ham
http://nathalie.monblogue.com/,Ham
http://clickthru.online.com/Click?q=bd-c0nUQ7py5LqbJMqpAEVgnfqGsJPR,Ham
http://www.buy4now.ie/register/datainfo.htm>,Ham
"http://clickthru.online.com/Click?q=6d-e8plIDEIKMv52pD7Bc1bJBykEmZR""",Ham
"http://rds.yahoo.com/_ylt=A0oGkkc89eREaekARGxXNyoA;_ylu=X3oDMTB2cXVjNTM5BGNvbG8DdwRsA1dTMQRwb3MDMQRzZWMDc3IEdnRpZAM-/SIG=12cpokol2/EXP=1155942076/**http://tzutzu.octopis.com/mylove.php"">https://www.amazon.com/gp/css/account/payment-update</a></p></div>",Phish
http://www.theregister.co.uk/content/6/26233.html,Ham
"http://session-43348.nationalcity.com.tekco.vu/corporate/onlineservices/TreasuryMgmt/"">http://session-43348.nationalcity.com/corporate/onlineservices/TreasuryMgmt/</a></font></p>",Phish
http://www.netliv.net/,Ham
"http://clickthru.online.com/Click?q=c0-kfs-QWP2ztd-XSC41H99K8FZuS9R""",Ham
http://clickthru.online.com/Click?q=3D4b-k_l7IBUPLWMY3RTP9VA35c5=,Ham
"http://clickthru.online.com/Click?q=13-NxSZI3XWrJ4X3FCssDLfzpHOCerR""",Ham
http://naturalistsjournal.blogspot.com/johnwayneskisses/index.html,Ham
"http://pics.ebaystatic.com/aw/pics/email/logoEbay_95x35.gif""",Phish
"http://clickthru.online.com/Click?q=2d-OxQyIbKxNl3OHFkVdngyV7VDjSPR""",Ham
http://ummail4.unitedmedia.com:80/Click?q=9c-xtCpQanwkQly1o-lXRIatIRbBsRR'><IMG,Ham
"http://us.ebayobjects.com/1a/ebay.us.ebay.us.aaq/home;tile=1;sz=1x1;ord=538968386?""></p>",Phish
"http://clickthru.online.com/Click?q=89-h28bQ-J1QVNIV5FkUMBXB6W5WWcR""",Ham
"http://clickthru.online.com/Click?q=22-xNrrIrd3QQ97VXtuo4I9yc99NcsR""",Ham
http://cgi1.ebay.com/aw-cgi/eBayISAPI.dll?ReportEmailAbuseshow&amp;reporteruserid=azntiger986&amp;reporteduserid=bluebellvue&amp;emaildate=2006/08/21:19:04:54&amp;emailtype=0&amp;emailtext=Hello+my+nam,Phish
"http://clickthru.online.com/Click?q=14-5MRAIF-zaB8NVcn8ZvQIzTKtR1dR""",Ham
"http://www.wellsfargo.com/privacy_security/email_fraud/report.jhtml"">",Phish
http://www.53.com.bankingportal.session.adelfheold.biz/sbcbconfirm>,Phish
http://clickthru.online.com/Click?q=3D42-rF7cIPKGJAYmjHppz3F=,Ham
http://www.ouvre.com/radio/,Ham
http://swansgrove.blogspot.com/,Ham
http://www.theregister.co.uk/content/4/26118.html,Ham
